task_id,source_split,source_config,text,code_python,test_list,code_typescript,code_typescript_status,code_typescript_attempts,code_typescript_tests_passed,code_typescript_tests_failed,tests_typescript
87,test,sanitized,Write a function to merge three dictionaries into a single dictionary.,"import collections as ct
def merge_dictionaries_three(dict1,dict2, dict3):
    merged_dict = dict(ct.ChainMap({},dict1,dict2,dict3))
    return merged_dict","[""assert merge_dictionaries_three({ \""R\"": \""Red\"", \""B\"": \""Black\"", \""P\"": \""Pink\"" }, { \""G\"": \""Green\"", \""W\"": \""White\"" },{ \""O\"": \""Orange\"", \""W\"": \""White\"", \""B\"": \""Black\"" })=={'B': 'Black', 'R': 'Red', 'P': 'Pink', 'G': 'Green', 'W': 'White', 'O': 'Orange'}"", ""assert merge_dictionaries_three({ \""R\"": \""Red\"", \""B\"": \""Black\"", \""P\"": \""Pink\"" }, { \""G\"": \""Green\"", \""W\"": \""White\"" },{\""L\"":\""lavender\"",\""B\"":\""Blue\""})=={'W': 'White', 'P': 'Pink', 'B': 'Black', 'R': 'Red', 'G': 'Green', 'L': 'lavender'}"", ""assert merge_dictionaries_three({ \""R\"": \""Red\"", \""B\"": \""Black\"", \""P\"": \""Pink\"" },{\""L\"":\""lavender\"",\""B\"":\""Blue\""},{ \""G\"": \""Green\"", \""W\"": \""White\"" })=={'B': 'Black', 'P': 'Pink', 'R': 'Red', 'G': 'Green', 'L': 'lavender', 'W': 'White'}""]","function merge_dictionaries_three<T>(
    dict1: Record<string, T>,
    dict2: Record<string, T>,
    dict3: Record<string, T>
): Record<string, T> {
    const merged_dict: Record<string, T> = {};
    
    // ChainMap gives priority to earlier dictionaries, so dict1 has highest priority
    // We need to merge in reverse order (dict3 first, then dict2, then dict1)
    // so that dict1's values take precedence over dict2, and dict2 over dict3
    
    for (const key in dict3) {
        if (Object.prototype.hasOwnProperty.call(dict3, key)) {
            merged_dict[key] = dict3[key];
        }
    }
    
    for (const key in dict2) {
        if (Object.prototype.hasOwnProperty.call(dict2, key)) {
            merged_dict[key] = dict2[key];
        }
    }
    
    for (const key in dict1) {
        if (Object.prototype.hasOwnProperty.call(dict1, key)) {
            merged_dict[key] = dict1[key];
        }
    }
    
    return merged_dict;
}",success,1,3,0,[]
88,test,sanitized,"Write a function to get the frequency of all the elements in a list, returned as a dictionary.","import collections
def freq_count(list1):
  freq_count= collections.Counter(list1)
  return freq_count","[""assert freq_count([10,10,10,10,20,20,20,20,40,40,50,50,30])==({10: 4, 20: 4, 40: 2, 50: 2, 30: 1})"", ""assert freq_count([1,2,3,4,3,2,4,1,3,1,4])==({1:3, 2:2,3:3,4:3})"", ""assert freq_count([5,6,7,4,9,10,4,5,6,7,9,5])==({10:1,5:3,6:2,7:2,4:2,9:2})""]","function freq_count<T>(list1: T[]): Record<string, number> {
  const freqCount: Record<string, number> = {};
  
  for (const item of list1) {
    const key = String(item);
    if (key in freqCount) {
      freqCount[key]++;
    } else {
      freqCount[key] = 1;
    }
  }
  
  return freqCount;
}",success,1,3,0,[]
89,test,sanitized,Write a function to find the closest smaller number than n.,"def closest_num(N):
  return (N - 1)","[""assert closest_num(11) == 10"", ""assert closest_num(7) == 6"", ""assert closest_num(12) == 11""]","function closest_num(N: number): number {
  return N - 1;
}",success,1,3,0,[]
90,test,sanitized,Write a python function to find the length of the longest word.,"def len_log(list1):
    max=len(list1[0])
    for i in list1:
        if len(i)>max:
            max=len(i)
    return max","[""assert len_log([\""python\"",\""PHP\"",\""bigdata\""]) == 7"", ""assert len_log([\""a\"",\""ab\"",\""abc\""]) == 3"", ""assert len_log([\""small\"",\""big\"",\""tall\""]) == 5""]","function len_log(list1: string[]): number {
    let max: number = list1[0].length;
    for (const i of list1) {
        if (i.length > max) {
            max = i.length;
        }
    }
    return max;
}",success,1,3,0,[]
91,test,sanitized,Write a function to check if a string is present as a substring in a given list of string values.,"def find_substring(str1, sub_str):
   if any(sub_str in s for s in str1):
       return True
   return False","[""assert find_substring([\""red\"", \""black\"", \""white\"", \""green\"", \""orange\""],\""ack\"")==True"", ""assert find_substring([\""red\"", \""black\"", \""white\"", \""green\"", \""orange\""],\""abc\"")==False"", ""assert find_substring([\""red\"", \""black\"", \""white\"", \""green\"", \""orange\""],\""ange\"")==True""]","function find_substring(str1: string[], sub_str: string): boolean {
    if (str1.some(s => s.includes(sub_str))) {
        return true;
    }
    return false;
}",success,1,3,0,[]
92,test,sanitized,Write a function to check whether the given number is undulating or not.,"def is_undulating(n): 
	n = str(n)
	if (len(n) <= 2): 
		return False
	for i in range(2, len(n)): 
		if (n[i - 2] != n[i]): 
			return False
	return True","[""assert is_undulating(1212121) == True"", ""assert is_undulating(1991) == False"", ""assert is_undulating(121) == True""]","function is_undulating(n: number): boolean {
    const s: string = n.toString();
    if (s.length <= 2) {
        return false;
    }
    for (let i = 2; i < s.length; i++) {
        if (s[i - 2] !== s[i]) {
            return false;
        }
    }
    return true;
}",success,1,3,0,[]
93,test,sanitized,Write a function to calculate the value of 'a' to the power 'b'.,"def power(a,b):
	if b==0:
		return 1
	elif a==0:
		return 0
	elif b==1:
		return a
	else:
		return a*power(a,b-1)","[""assert power(3,4) == 81"", ""assert power(2,3) == 8"", ""assert power(5,5) == 3125""]","function power(a: number, b: number): number {
    if (b === 0) {
        return 1;
    } else if (a === 0) {
        return 0;
    } else if (b === 1) {
        return a;
    } else {
        return a * power(a, b - 1);
    }
}",success,1,3,0,[]
94,test,sanitized,"Given a list of tuples, write a function that returns the first value of the tuple with the smallest second value.","from operator import itemgetter 
def index_minimum(test_list):
  res = min(test_list, key = itemgetter(1))[0]
  return (res) ","[""assert index_minimum([('Rash', 143), ('Manjeet', 200), ('Varsha', 100)]) == 'Varsha'"", ""assert index_minimum([('Yash', 185), ('Dawood', 125), ('Sanya', 175)]) == 'Dawood'"", ""assert index_minimum([('Sai', 345), ('Salman', 145), ('Ayesha', 96)]) == 'Ayesha'""]","function index_minimum<T>(test_list: [T, number][]): T {
    const res = test_list.reduce((min, current) => 
        current[1] < min[1] ? current : min
    );
    return res[0];
}",success,1,3,0,[]
95,test,sanitized,Write a python function to find the length of the smallest list in a list of lists.,"def Find_Min_Length(lst):  
    minLength = min(len(x) for x in lst )
    return minLength ","[""assert Find_Min_Length([[1],[1,2]]) == 1"", ""assert Find_Min_Length([[1,2],[1,2,3],[1,2,3,4]]) == 2"", ""assert Find_Min_Length([[3,3,3],[4,4,4,4]]) == 3""]","function Find_Min_Length<T>(lst: T[][]): number {
    return Math.min(...lst.map(x => x.length));
}",success,1,3,0,[]
96,test,sanitized,Write a python function to find the number of divisors of a given integer.,"def divisor(n):
  for i in range(n):
    x = len([i for i in range(1,n+1) if not n % i])
  return x","[""assert divisor(15) == 4"", ""assert divisor(12) == 6"", ""assert divisor(9) == 3""]","function divisor(n: number): number {
  let x: number = 0;
  for (let i = 0; i < n; i++) {
    const divisors: number[] = [];
    for (let j = 1; j <= n; j++) {
      if (n % j === 0) {
        divisors.push(j);
      }
    }
    x = divisors.length;
  }
  return x;
}",success,1,3,0,[]
97,test,sanitized,"Write a function to find frequency of each element in a flattened list of lists, returned in a dictionary.","def frequency_lists(list1):
    list1 = [item for sublist in list1 for item in sublist]
    dic_data = {}
    for num in list1:
        if num in dic_data.keys():
            dic_data[num] += 1
        else:
            key = num
            value = 1
            dic_data[key] = value
    return dic_data
","[""assert frequency_lists([[1, 2, 3, 2], [4, 5, 6, 2], [7, 8, 9, 5]])=={1: 1, 2: 3, 3: 1, 4: 1, 5: 2, 6: 1, 7: 1, 8: 1, 9: 1}"", ""assert frequency_lists([[1,2,3,4],[5,6,7,8],[9,10,11,12]])=={1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1,10:1,11:1,12:1}"", ""assert frequency_lists([[20,30,40,17],[18,16,14,13],[10,20,30,40]])=={20:2,30:2,40:2,17: 1,18:1, 16: 1,14: 1,13: 1, 10: 1}""]","function frequency_lists(list1: number[][]): Record<number, number> {
    const flattened: number[] = list1.flat();
    const dic_data: Record<number, number> = {};
    for (const num of flattened) {
        if (num in dic_data) {
            dic_data[num] += 1;
        } else {
            const key = num;
            const value = 1;
            dic_data[key] = value;
        }
    }
    return dic_data;
}",success,1,3,0,[]
98,test,sanitized,Write a function to multiply all the numbers in a list and divide with the length of the list.,"def multiply_num(numbers):  
    total = 1
    for x in numbers:
        total *= x  
    return total/len(numbers) ","[""assert math.isclose(multiply_num((8, 2, 3, -1, 7)), -67.2, rel_tol=0.001)"", ""assert math.isclose(multiply_num((-10,-20,-30)), -2000.0, rel_tol=0.001)"", ""assert math.isclose(multiply_num((19,15,18)), 1710.0, rel_tol=0.001)""]","function multiply_num(numbers: number[]): number {
    let total = 1;
    for (const x of numbers) {
        total *= x;
    }
    return total / numbers.length;
}",success,1,3,0,[]
99,test,sanitized,"Write a function to convert the given decimal number to its binary equivalent, represented as a string with no leading zeros.","def decimal_to_binary(n): 
    return bin(n).replace(""0b"","""") ","[""assert decimal_to_binary(8) == '1000'"", ""assert decimal_to_binary(18) == '10010'"", ""assert decimal_to_binary(7) == '111'""]","function decimal_to_binary(n: number): string {
    return n.toString(2);
}",success,1,3,0,[]
100,test,sanitized,"Write a function to find the next smallest palindrome of a specified integer, returned as an integer.","import sys
def next_smallest_palindrome(num):
    numstr = str(num)
    for i in range(num+1,sys.maxsize):
        if str(i) == str(i)[::-1]:
            return i","[""assert next_smallest_palindrome(99)==101"", ""assert next_smallest_palindrome(1221)==1331"", ""assert next_smallest_palindrome(120)==121""]","function next_smallest_palindrome(num: number): number {
    for (let i = num + 1; ; i++) {
        const str = i.toString();
        const reversed = str.split('').reverse().join('');
        if (str === reversed) {
            return i;
        }
    }
}",success,1,3,0,[]
101,test,sanitized,Write a function to find the kth element in the given array using 1-based indexing.,"def kth_element(arr, k):
  n = len(arr)
  for i in range(n):
    for j in range(0, n-i-1):
      if arr[j] > arr[j+1]:
        arr[j], arr[j+1] == arr[j+1], arr[j]
  return arr[k-1]","[""assert kth_element([12,3,5,7,19], 2) == 3"", ""assert kth_element([17,24,8,23], 3) == 8"", ""assert kth_element([16,21,25,36,4], 4) == 36""]","function kth_element(arr: number[], k: number): number {
  const n = arr.length;
  for (let i = 0; i < n; i++) {
    for (let j = 0; j < n - i - 1; j++) {
      if (arr[j] > arr[j + 1]) {
        [arr[j], arr[j + 1]];
      }
    }
  }
  return arr[k - 1];
}",success,2,3,0,[]
102,test,sanitized,Write a function to convert a snake case string to camel case string.,"def snake_to_camel(word):
        import re
        return ''.join(x.capitalize() or '_' for x in word.split('_'))","[""assert snake_to_camel('python_program')=='PythonProgram'"", ""assert snake_to_camel('python_language')==('PythonLanguage')"", ""assert snake_to_camel('programming_language')==('ProgrammingLanguage')""]","function snake_to_camel(word: string): string {
    return word.split('_').map(x => x.charAt(0).toUpperCase() + x.slice(1)).join('');
}",success,1,3,0,[]
103,test,sanitized,"Write a function to find the Eulerian number a(n, m).","def eulerian_num(n, m): 
	if (m >= n or n == 0): 
		return 0 
	if (m == 0): 
		return 1 
	return ((n - m) * eulerian_num(n - 1, m - 1) +(m + 1) * eulerian_num(n - 1, m))","[""assert eulerian_num(3, 1) == 4"", ""assert eulerian_num(4, 1) == 11"", ""assert eulerian_num(5, 3) == 26""]","function eulerian_num(n: number, m: number): number {
    if (m >= n || n === 0) {
        return 0;
    }
    if (m === 0) {
        return 1;
    }
    return (n - m) * eulerian_num(n - 1, m - 1) + (m + 1) * eulerian_num(n - 1, m);
}",success,1,3,0,[]
104,test,sanitized,Write a function to sort each sublist of strings in a given list of lists.,"def sort_sublists(input_list):
    result = [sorted(x, key = lambda x:x[0]) for x in input_list] 
    return result
","[""assert sort_sublists(([\""green\"", \""orange\""], [\""black\"", \""white\""], [\""white\"", \""black\"", \""orange\""]))==[['green', 'orange'], ['black', 'white'], ['black', 'orange', 'white']]"", ""assert sort_sublists(([\"" red \"",\""green\"" ],[\""blue \"",\"" black\""],[\"" orange\"",\""brown\""]))==[[' red ', 'green'], [' black', 'blue '], [' orange', 'brown']]"", ""assert sort_sublists(([\""zilver\"",\""gold\""], [\""magnesium\"",\""aluminium\""], [\""steel\"", \""bronze\""]))==[['gold', 'zilver'],['aluminium', 'magnesium'], ['bronze', 'steel']]""]","function sort_sublists(input_list: string[][]): string[][] {
    const result = input_list.map(x => [...x].sort((a, b) => {
        if (a[0] < b[0]) return -1;
        if (a[0] > b[0]) return 1;
        return 0;
    }));
    return result;
}",success,1,3,0,[]
105,test,sanitized,Write a python function to count true booleans in the given list.,"def count(lst):   
    return sum(lst) ","[""assert count([True,False,True]) == 2"", ""assert count([False,False]) == 0"", ""assert count([True,True,True]) == 3""]","function count(lst: boolean[]): number {
    return lst.filter(x => x === true).length;
}",success,1,3,0,[]
106,test,sanitized,Write a function to append the given list to the given tuples.,"def add_lists(test_list, test_tup):
  res = tuple(list(test_tup) + test_list)
  return (res) ","[""assert add_lists([5, 6, 7], (9, 10)) == (9, 10, 5, 6, 7)"", ""assert add_lists([6, 7, 8], (10, 11)) == (10, 11, 6, 7, 8)"", ""assert add_lists([7, 8, 9], (11, 12)) == (11, 12, 7, 8, 9)""]","function add_lists<T>(test_list: T[], test_tup: T[]): T[] {
  return [...test_tup, ...test_list];
}",success,1,3,0,[]
108,test,sanitized,Write a function to merge three lists into a single sorted list.,"import heapq
def merge_sorted_list(num1,num2,num3):
  num1=sorted(num1)
  num2=sorted(num2)
  num3=sorted(num3)
  result = heapq.merge(num1,num2,num3)
  return list(result)","[""assert merge_sorted_list([25, 24, 15, 4, 5, 29, 110],[19, 20, 11, 56, 25, 233, 154],[24, 26, 54, 48])==[4, 5, 11, 15, 19, 20, 24, 24, 25, 25, 26, 29, 48, 54, 56, 110, 154, 233]"", ""assert merge_sorted_list([1, 3, 5, 6, 8, 9], [2, 5, 7, 11], [1, 4, 7, 8, 12])==[1, 1, 2, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 11, 12]"", ""assert merge_sorted_list([18, 14, 10, 9, 8, 7, 9, 3, 2, 4, 1],[25, 35, 22, 85, 14, 65, 75, 25, 58],[12, 74, 9, 50, 61, 41])==[1, 2, 3, 4, 7, 8, 9, 9, 9, 10, 12, 14, 14, 18, 22, 25, 25, 35, 41, 50, 58, 61, 65, 74, 75, 85]""]","function merge_sorted_list(num1: number[], num2: number[], num3: number[]): number[] {
  const sorted1 = [...num1].sort((a, b) => a - b);
  const sorted2 = [...num2].sort((a, b) => a - b);
  const sorted3 = [...num3].sort((a, b) => a - b);
  
  // Merge three sorted arrays using a min-heap approach
  const result: number[] = [];
  const arrays = [sorted1, sorted2, sorted3];
  const indices = [0, 0, 0];
  
  while (true) {
    let minVal = Infinity;
    let minIdx = -1;
    
    for (let i = 0; i < 3; i++) {
      if (indices[i] < arrays[i].length && arrays[i][indices[i]] < minVal) {
        minVal = arrays[i][indices[i]];
        minIdx = i;
      }
    }
    
    if (minIdx === -1) {
      break;
    }
    
    result.push(minVal);
    indices[minIdx]++;
  }
  
  return result;
}",success,1,3,0,[]
